SN,SMT ID,IMIS ID,"New LAC 
 [ After De-limitation ]","Block
 [ After Delimitation ]",GP,Type,Scheme Type,Name of Scheme,SO NAME,Contractor Name,FHTC Target as per TS / DPR,FHTC Achieved,Sub-Division,"Work Status 
[ as per JJM Brain as on 10-08-2026 ]","Operational Status as per JJM Brain 
[ as on 10-08-2026 ]",PWSS Operational Status as per FIELD,"Work will be resolve / done by
[ For Partially or Non Operative PWSS ]","Estimate Prepared or Not
[ For Partially or Non Operative PWSS ]","Whether AA Accorded
[ For Partially or Non Operative PWSS ]","Work Allotted or Not
[ For Partially or Non Operative PWSS ]",Estimate Amount [ in Rs. ],If Work Allotted - Name of the Contractor,Work Status for making the PWSS functional [ Not Started / Ongoing / Halted / Completed ],Remarks,Specific Reason from JJM Brain / Issue,Tariff Collection,Issue will Resolve by / Action Taken,"Physical progress (in %) as per IMIS
 [ 30-06-2026 ]",Estimate provided under SOPD,"Estimate Amount to SOPD
 [ in Rs ]"
637,15459,30185183,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,BORHOLLONG NAGAON NO 1 PWSS,NIHA,HAREN MAHANTA,176,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,32,,
638,11839,30216854,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,BORHOLLONG NAGAON NO 3 PWSS,NIHA,SRI JAYANTA KHAUND,253,182,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,NO,,,,,,Tariff Collection: NO,,51,,
639,15482,30185207,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,BORHOLLONG NO.3 BHUYAN CHUK PWSS,NIHA,HAREN MAHANTA,144,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,51,,
641,16148,30190180,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,BURIDIHING BOKA PATHAR PWSS,NIHA,HAREN MAHANTA,101,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
642,17225,30190704,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,CHUTIA CHUCK.(BALIJAN) PWSS,NIHA,HAREN MAHANTA,156,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
644,11840,30215962,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,DOOMDOOMA F.V PWSS,NIHA,SRI JAYANTA KHAUND,234,209,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,26,,
645,15414,30223137,DIGBOI,DIGBOI,DUARMARA,NEW,NON TEA GARDEN,DUARMARA NO 2 PWSS,PUBALI,HAREN MAHANTA,208,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,78,,
646,16311,30217094,DIGBOI,DIGBOI,DUARMARA,NEW,NON TEA GARDEN,DUWARMARA PATHER. PWSS,PUBALI,M/S Electro Mechnico Projects (P) Ltd,194,138,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,ON PROCESS,NO,NO,,,,,,Tariff Collection: NO,,100,,
647,11858,30015346,DIGBOI,DIGBOI,DUARMARA,NEW,TEA GARDEN SCHEME,DUWARMARA T.E 17(NLA) PWSS,PUBALI,SRI KAUSHAL SHARMA,259,235,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,,ON PROCESS,NO,,,,,,,Tariff Collection: NO,,71,,
648,11861,30217124,DIGBOI,DIGBOI,DUARMARA,NEW,NON TEA GARDEN,DUWARMARA T.E 259WLA PWSS,PUBALI,SRI JAYANTA KHAUND,222,142,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,,,,,,,,Leakage in Distribution Line,Tariff Collection: NO,,82,,
649,16321,30191664,DIGBOI,DIGBOI,DUARMARA,NEW,NON TEA GARDEN,DWARMARA T.E 304WLA PWSS,PUBALI,Braja Nath Gogoi,236,235,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,113863,NOMITA CHUTIA,,,,Tariff Collection: NO,,66,,
650,16153,30036771,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,F V SCHOOL CHUCK PWSS,NIHA,Braja Nath Gogoi,184,150,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,70520,Divya Jyoti Duwarah ,Completed,,,Tariff Collection: NO,,52,,
654,15424,30193258,DIGBOI,DIGBOI,BIJULIBAN,NEW,NON TEA GARDEN,HAHKHATA RAHBARI GAON PWSS,NIHA,HAREN MAHANTA,205,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
655,16156,30217421,DIGBOI,DIGBOI,BIJULIBAN,NEW,NON TEA GARDEN,HOLLONG GURI PWSS,NIHA,HAREN MAHANTA,78,65,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,60,,
656,17216,30196162,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,HOLLONG NA GAON NO.2 PWSS,NIHA,HAREN MAHANTA,153,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,50,,
657,16163,30196213,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,HOLLOWGUTIBARI N.C.1 PWSS,NIHA,HAREN MAHANTA,263,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
664,16327,30202782,DIGBOI,DIGBOI,DUARMARA,NEW,NON TEA GARDEN,NALANI GAON NC PWSS,PUBALI,PANKAJ DAS,139,126,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,92502.5,PANKAJ DAS,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: YES,Estimated Submitted to P&RD - Work Ongoing,100,,
665,16338,30202820,DIGBOI,DIGBOI,DUARMARA,NEW,NON TEA GARDEN,NALANI GAON NO.2 PWSS,PUBALI,PANKAJ DAS,205,205,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,,,,,,,LOW VOLTAGE ISSUE,,Tariff Collection: YES,,100,,
667,15441,30200785,DIGBOI,DIGBOI,BIJULIBAN,NEW,NON TEA GARDEN,NATUN MAITHONG NO.1 PWSS,NIHA,HAREN MAHANTA,202,174,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,68,,
668,15444,30200824,DIGBOI,DIGBOI,BIJULIBAN,NEW,NON TEA GARDEN,NATUN MAITHONG PT 1 PWSS,NIHA,HAREN MAHANTA,128,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
669,11841,30216241,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,PHILLOBARI NA GAON FOREST VILLAGE PWSS,NIHA,SRI JAYANTA KHAUND,250,180,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,168664,Divya Jyoti Duwarah ,Completed,,,Tariff Collection: YES,,100,,
670,17001,30019024,DIGBOI,DIGBOI,BIJULIBAN,NEW,TEA GARDEN SCHEME,PHILLOBARI T.E. 34 WL PWSS,NIHA,PAWAN COMMUNICATION,360,360,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,PWD,YES,NO,NO,272626,,,Approx 600m pipeline damaged from Phillobari main Tiniali Road to Hulung Guti Bari road via Army camp.,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
671,11797,30196593,DIGBOI,DIGBOI,BIJULIBAN,NEW,TEA GARDEN SCHEME,PHILLOBARI T.E.-DARKHAST NO.306 PWSS,NIHA,HAREN MAHANTA,255,233,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,49,,
672,17659,30216251,DIGBOI,DIGBOI,BIJULIBAN,NEW,TEA GARDEN SCHEME,PHILLOBARI T.E.CO.(DARKHAST 284-285) PWSS,NIHA,SRI JAYANTA KHAUND,311,305,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,52,,
676,11843,30199818,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,RATANI BLOCK N.C. PWSS,NIHA,SRI JAYANTA KHAUND,207,153,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
677,16170,30199827,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,RATANI PATHER PWSS,NIHA,HAREN MAHANTA,205,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
683,17208,30181939,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,SCHOOL CHUCK-HOLLONG GUTI BARI N.C. NO.2 PWSS,NIHA,HAREN MAHANTA,135,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
693,16175,30183802,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,TARANI BAN GAON PWSS,NIHA,HAREN MAHANTA,106,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
694,16181,30183828,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,TARANI GAON PWSS,NIHA,HAREN MAHANTA,133,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,33,,
695,16190,30183840,DIGBOI,DIGBOI,BURIDIHING,NEW,NON TEA GARDEN,TARANI PATHAR NO.2 PWSS,NIHA,HAREN MAHANTA,144,0,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,44,,
699,15450,30185227,DIGBOI,DIGBOI,BIJULIBAN,NEW,NON TEA GARDEN,UJANI MAITHONG PWSS,NIHA,HAREN MAHANTA,107,91,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
774,17844,30216360,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,2 NO.TOKOWANI GAON PWSS,PUJA,M/S Tirupati & Associates,163,116,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
781,10912,30016123,DIGBOI,DIGBOI,BOGAPANI,NEW,NON TEA GARDEN,BOGAPANI BON GAON. PWSS,PUJA,Udeepta Phukan,207,207,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,,,,,,,Tariff Collection: NO,,100,,
782,17726,30184887,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E FACTORY LINE PWSS,PUJA,Kalyan Chetia,67,50,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,OTHERS - PL SPECIFY IN REMARKS,,,,,NO JALMITRAS,,,,Tariff Collection: NO,,77,,
783,17720,30009395,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E LABOUR LINE NO.10 PWSS,PUJA,SARDA UDYOG,165,165,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,59,,
784,17717,30082145,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E. HOSPITAL AREA PWSS,PUJA,Sri Jitu Hazarika,148,150,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
785,17729,30013968,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E. LABOUR LINE NO.16 PWSS,PUJA,M/S Kaatskill Engineering Works,175,175,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,YES,1253732
786,17723,30014234,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E. LABOUR LINE NO.2 PWSS,PUJA,M/S Kaatskill Engineering Works,180,180,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,Estimate Under Prepration in Division and will be sent to P&RD,100,,
787,17725,30014242,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E. LABOUR LINE NO.3 PWSS,PUJA,SARDA UDYOG,160,160,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,NO,NO,,MIRAJ MORAN,Ongoing,DUE TO  AB CABLE DAMAGE  ESTIMATE NEED TO  REPARE,Submersible Pump Malfunction,Tariff Collection: NO,,100,,
788,10910,30017374,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E. LABOUR LINE NO.33 PWSS,PUJA,M/S New Techno Worth,234,189,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,100,,
789,10911,30017376,DIGBOI,DIGBOI,BOGAPANI,NEW,TEA GARDEN SCHEME,BOGAPANI T.E. LABOUR LINE NO.36 PWSS,PUJA,Nayan Jyoti Gogoi,228,227,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Non Operative,P&RD - 15 FC,YES,NO,,,,,,Pipeline damage (other third parties):Leakage in Distribution Line,Tariff Collection: NO,,84,,
832,17853,30203942,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,NO.1 NAZIRATING GAON PWSS,PUJA,Udeepta Phukan,156,156,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,93442,MIRAJ MORAN,Completed,,,Tariff Collection: NO,,91,,
833,17856,30184070,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,NO.1 TOKOWANI GAON. PWSS,PUJA,M/S EMBEE ASSOCIATES,273,139,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,86,,
834,11389,30216944,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,NO.2 ASSAMIYA GAON. PWSS,PUJA,Babar Ali Khan,233,94,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,76,,
837,11390,30082049,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,PANIKHOWA GAON PWSS,PUJA,Anil Phukan,235,241,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,NO,NO,,MIRAJ MORAN,Ongoing,DUE TO  AB CABLE DAMAGE ESTIMATE NEED TO  PREPARE AGAIN,Submersible Pump Malfunction,Tariff Collection: NO,,84,,
841,17863,30199520,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,RAIDANG PATHAR GAON PWSS,PUJA,Nortech Power Projects Pvt. Ltd.,470,464,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,PHE Contractor - Under DLP,,,,,,,,,Tariff Collection: NO,,84,,
846,17866,30183435,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,SONAR BASTI. PWSS,PUJA,Nortech Power Projects Pvt. Ltd.,160,104,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,OTHERS - PL SPECIFY IN REMARKS,,,,,,,INACTIVE JALMITRA,,Tariff Collection: NO,,75,,
847,11392,30023191,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,SUKANPUKHURI GAON PWSS,PUJA,M/S Upper Assam Associates,220,221,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,85,,
848,17731,30077237,DIGBOI,DIGBOI,BOGAPANI,NEW,NON TEA GARDEN,TAMULI BON GAON PWSS,PUJA,Sri Jitu Hazarika,149,91,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,82,,
849,17869,30183978,DIGBOI,DIGBOI,PANIKHOWA,NEW,NON TEA GARDEN,THAPA BASTI PWSS,PUJA,Nayan Jyoti Gogoi,127,93,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
904,5236,8230660,DIGBOI,DIGBOI,KAILASHPUR,RETROFITTING,NON TEA GARDEN,Talpather PWSS,ANUPAM,Gagan Lahkar,45,45,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,SOPD,,,,,,,,Pipeline Damage due to PWD road construction or Augmentation,Tariff Collection: NO,,91,,
906,31740,30222987,DIGBOI,DIGBOI,KAILASHPUR,RETROFITTING,NON TEA GARDEN,KAILASHPUR PWSS,ANUPAM,M/S B.B. ENTERPRISE PROP.- SRI BISWAJIT CHUTIA,,,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,99869,Jugita Saikia Moran,Ongoing,,,Tariff Collection: NO,,89,,
912,2187,8176107,DIGBOI,DIGBOI,BORBIL,RETROFITTING,NON TEA GARDEN,BALIJAN PWSS,PUJA,M/S AFCONS,471,471,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
913,2190,8176118,DIGBOI,DIGBOI,BORBIL,RETROFITTING,NON TEA GARDEN,BORBIL NO 1 PWSS,PUJA,Gautam Gogoi,87,263,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,,,,,,Leakage in Distribution Line:Electrical fault in panel board:Valve Leakage/Damage:Pipeline damage (other third parties),Tariff Collection: YES,,100,,
914,2055,8176326,DIGBOI,DIGBOI,BORBIL,RETROFITTING,NON TEA GARDEN,BORBIL NO.2 PWSS,PUJA,Gautam Gogoi,440,440,DIGBOI,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,67431,DUSHYANTA BORAH,Not Started,,Centrifugal Pump Malfunction,Tariff Collection: NO,,70,,
915,2272,8177216,DIGBOI,DIGBOI,BORBIL,RETROFITTING,NON TEA GARDEN,BORJAN (D) PWSS,PUJA,M/S S.B. ENGINEERING PROP.-SUBRATA BHOWMICK,214,214,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,NO,,,,,,,Tariff Collection: NO,,70,,
916,2279,8175174,DIGBOI,DIGBOI,GOLAI,RETROFITTING,NON TEA GARDEN,DHEKIAJAN PWSS,PUJA,ARUPJYOTI GOGOI,200,202,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,75,,
917,2288,8176414,DIGBOI,DIGBOI,GOLAI,RETROFITTING,NON TEA GARDEN,GOLAI NO. 3 PWSS,PUJA,Sukanta Bhattacharjee,185,185,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,,,,,,Valve Leakage/Damage,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,,
918,2286,8176838,DIGBOI,DIGBOI,GOLAI,RETROFITTING,NON TEA GARDEN,GOLAI NO.1 PWSS,PUJA,M/S AFCONS,338,553,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,245450,AMRIT MANDAL,Completed,,Pipeline damage (other third parties),Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
919,2313,8176927,DIGBOI,DIGBOI,TINGRAI,RETROFITTING,NON TEA GARDEN,MAMORONI PWSS,PUJA,ARUPJYOTI GOGOI,140,140,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,,,,,,,Tariff Collection: NO,,84,,
920,2319,8238992,DIGBOI,DIGBOI,GOLAI,RETROFITTING,NON TEA GARDEN,PANBARI PWSS,PUJA,PANKAJ DAS,355,355,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,68,,
923,5868,8230431,DIGBOI,DIGBOI,TINGRAI,RETROFITTING,NON TEA GARDEN,ASSAMIYA GAON NO.1 PWSS,PUJA,S.B ENGINEERING,150,153,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,65,,
924,5255,8230566,DIGBOI,DIGBOI,GOLAI,RETROFITTING,NON TEA GARDEN,KHERJAN PWSS,PUJA,DULAL CHANDRA MECH,113,114,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,84,,
925,5841,8230097,DIGBOI,DIGBOI,TINGRAI,RETROFITTING,NON TEA GARDEN,TINGRAI GAON PWSS,PUJA,M/s RPG Enterprise,209,205,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,,,,,,,Tariff Collection: NO,,75,,
937,1969,8176323,DIGBOI,DIGBOI,TONGONA,RETROFITTING,NON TEA GARDEN,KACHIJAN NO.2 PWSS,PARISHMITA,KUMUD CHANDRA DOHUTIA,50,56,DIGBOI,HANDED_OVER,PARTIALLY_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,91489,Namita Chutia,Not Started,,Pipeline damage (other third parties),Tariff Collection: YES,,100,,
940,2021,8177074,DIGBOI,DIGBOI,TONGONA,RETROFITTING,NON TEA GARDEN,TONGONA PWSS,PARISHMITA,PANKAJ DAS,138,134,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,,100,,
952,9032,8236887,DIGBOI,DIGBOI,TONGONA,RETROFITTING,NON TEA GARDEN,KULIBIL GAON PWSS,PARISHMITA,GAGAN LAHKAR,92,92,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,86,,
955,31650,30223063,DIGBOI,DIGBOI,TONGONA,RETROFITTING,NON TEA GARDEN,HATIGARH PWSS,PARISHMITA,PABAN GOGOI,,,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,166696,Karna Dohutia,Not Started,,,Tariff Collection: NO,,92,,
970,5258,8229509,DIGBOI,DIGBOI,PAWOI,RETROFITTING,NON TEA GARDEN,POWAI PWSS,PRANTOR,m/s BARUAH ENTERPRISE,110,110,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: YES,,100,,
973,1952,8177034,DIGBOI,DIGBOI,BORHAPJAN,RETROFITTING,NON TEA GARDEN,SANTIPUR GAON PWSS,RANJITA,Anthony Moran,99,99,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,ON PROCESS,,,,,,,,Tariff Collection: NO,,100,,
977,5377,8227475,DIGBOI,DIGBOI,BORHAPJAN,RETROFITTING,NON TEA GARDEN,BENGALI BALIJAN PWSS,RANJITA,Nortech Power Projects Pvt. Ltd.,90,90,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
978,5584,8235764,DIGBOI,DIGBOI,BORHAPJAN,RETROFITTING,NON TEA GARDEN,BOR HAPJAN PWSS,RANJITA,Nortech Power Projects Pvt. Ltd.,130,177,TINSUKIA,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,PWD,YES,,,769790,,,,Leakage in Distribution Line,Tariff Collection: YES,,100,,
979,5587,8227297,DIGBOI,DIGBOI,BORHAPJAN,RETROFITTING,NON TEA GARDEN,BORTORONI PWSS,RANJITA,Nortech Power Projects Pvt. Ltd.,116,116,TINSUKIA,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,PWD,YES,,,752546,,,,Feeder cable (Other) damage,Tariff Collection: NO,,100,,
1009,2270,8177248,DIGBOI,DIGBOI,BURIDIHING,RETROFITTING,NON TEA GARDEN,BORHOLLONG PATHER PWSS,NIHA,RAMEN SONOWAL,69,69,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,145609,Divya Jyoti Duwarah ,Ongoing,,,Tariff Collection: NO,,90,,
1015,5253,8229600,DIGBOI,DIGBOI,BIJULIBAN,RETROFITTING,NON TEA GARDEN,MAILAPUNG PWSS,NIHA,Jugita Saikia Moran,107,107,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,151790.02,Pankaj Das,Ongoing,,,Tariff Collection: NO,,54,,
1031,1941,8176305,DIGBOI,DIGBOI,BOGAPANI,RETROFITTING,NON TEA GARDEN,BOGAPANI PWSS,PUJA,Tarun Paul,114,140,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,NO,,,,,,,Tariff Collection: NO,,57,,
1036,4722,6536386,DIGBOI,DIGBOI,PANIKHOWA,RETROFITTING,NON TEA GARDEN,RAIDANG BENGALI PWSS,PUJA,SRI DEBOJIT PHUKAN,68,76,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,91939,MIRAJ MORAN,Completed,,,Tariff Collection: NO,,90,,
129,17914,30183256,DOOMDOOMA,DOOMDOOMA,TIPUK,NEW,NON TEA GARDEN,BANGALI BALIJAN PWSS,ASIF,M/s Shri Ohm Construction,200,197,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,Estimated Submitted to P&RD - Work Not Started,100,,
130,11080,30075973,DOOMDOOMA,DOOMDOOMA,DOIMUKHIA,NEW,TEA GARDEN SCHEME,BISA KUPI T.E. 73 FS. PWSS,ASIF,M/S Capital Enterprise,286,200,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
131,11086,30036163,DOOMDOOMA,DOOMDOOMA,DOIMUKHIA,NEW,TEA GARDEN SCHEME,BISAKUPI T.E. 72 FS. PWSS,ASIF,M/S Nunu Enterprise,396,303,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
132,11087,30082214,DOOMDOOMA,DOOMDOOMA,DOIMUKHIA,NEW,TEA GARDEN SCHEME,BISSAKUPI T.E. 72 WL PWSS,ASIF,M/S Soumya Nirman And Construction Pvt. Ltd.,213,193,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,72,,
133,17765,30190729,DOOMDOOMA,DOOMDOOMA,DOIMUKHIA,NEW,NON TEA GARDEN,DAIMUKHIYA GAON BAZAR LINE PWSS,ASIF,Gautam Gogoi,143,101,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,62,,
134,11089,30036177,DOOMDOOMA,DOOMDOOMA,DOIMUKHIA,NEW,NON TEA GARDEN,DAIMUKHIYA GAON PWSS,ASIF,M/S Nunu Enterprise,392,275,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
136,11090,30082247,DOOMDOOMA,DOOMDOOMA,DOIMUKHIA,NEW,TEA GARDEN SCHEME,DAIMUKHIYA T.E. 12 WL PWSS,ASIF,M/S Soumya Nirman And Construction Pvt. Ltd.,207,201,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
